alpha_dynamic,alpha_graph,alpha_critical,alpha_base,selection_objective,mean_continent_gain,std_continent_gain,worst_continent_gain,share_positive_continent_gain,robust_score
0.05,0.15000000000000002,0.0,0.7999999999999999,0.6527747133395714,0.005050363203445245,0.006466375140250393,1.2013793544540796e-05,1.0,0.004705660635531954
0.05,0.15000000000000002,0.05,0.7499999999999999,0.6598756798616561,0.015747092395482148,0.01027890606145053,0.0062830265247195705,1.0,0.01523940668431454
0.05,0.15000000000000002,0.1,0.7,0.6667378038395755,0.021973472578959985,0.012971566190245698,0.01159245572888623,1.0,0.02138761653704715
0.05,0.15000000000000002,0.15000000000000002,0.6499999999999999,0.6744738036443096,0.02756978491974123,0.014631572093862847,0.014868365781441795,1.0,0.027005848401633708
0.05,0.15000000000000002,0.2,0.5999999999999999,0.6810251502895454,0.035286137836539076,0.019309180961989657,0.018130958702588407,1.0,0.034479019541886126
0.05,0.2,0.0,0.75,0.65285074756456,0.006065353781564216,0.0076268430201735715,-0.0010642634399229411,0.6666666666666666,0.004884350059810783
0.05,0.2,0.05,0.7,0.6605633222192109,0.0161671926232874,0.012415553276657419,0.004257981540459643,1.0,0.015502327982054337
0.05,0.2,0.1,0.65,0.6671468796329123,0.021591632830797274,0.013930148273524044,0.009566909389433387,1.0,0.02093727173808891
0.05,0.2,0.15000000000000002,0.6,0.6754388516516638,0.029799952359557753,0.01699631621558102,0.015872621117099084,1.0,0.029066137271859863
0.05,0.2,0.2,0.55,0.6815447239770343,0.03564598923201164,0.019035457437275076,0.019134712683052668,1.0,0.03487116029308563
0.05,0.25,0.0,0.7,0.6533714647758139,0.006822431044607151,0.009446974897940871,-0.002079303462348858,0.6666666666666666,0.004795703101159271
0.05,0.25,0.05,0.6499999999999999,0.6609723806218938,0.017132430920463498,0.01218652929391853,0.006272743193143859,1.0,0.016494069365903204
0.05,0.25,0.1,0.6,0.6678893665754162,0.021961980777659724,0.014716746072768476,0.011530190789768358,1.0,0.021259541599861882
0.05,0.25,0.15000000000000002,0.5499999999999999,0.6757358642743027,0.029486679780167058,0.017298659608237937,0.014856077029094306,1.0,0.028734617473509392
0.05,0.25,0.2,0.49999999999999994,0.6820638933023963,0.03593585308172934,0.019431596271205255,0.01912776824995599,1.0,0.035139716422596154
0.1,0.0,0.0,0.9,0.6555365359844284,0.008932960352042496,0.010724033566144613,-0.00013806000373961513,0.6666666666666666,0.008206239560337078
0.1,0.0,0.05,0.85,0.6633626641971999,0.015108582668195517,0.014201402628772841,0.0030214686587186623,1.0,0.014356836918353
0.1,0.0,0.1,0.8,0.670115411087571,0.02166423815175289,0.015637367307484433,0.008747242942117706,1.0,0.02093267016542087
0.1,0.0,0.15000000000000002,0.75,0.6764067717595805,0.02873737010876276,0.01783114688388529,0.014455283518292283,1.0,0.02795612696975886
0.1,0.0,0.2,0.7,0.6835163723398558,0.03685083531208192,0.02434725148240366,0.019128870987326185,1.0,0.03569049581680206
0.1,0.05,0.0,0.85,0.6563362911602383,0.009690936576904933,0.012448503471319029,-0.00011320593876007479,0.6666666666666666,0.008859651141787436
0.1,0.05,0.05,0.7999999999999999,0.6637725809716937,0.014876693147768849,0.01520309935365136,0.0004620921115809917,1.0,0.014053009995425927
0.1,0.05,0.1,0.75,0.671136935994631,0.022490504846849852,0.016784809722032022,0.008771594439193509,1.0,0.02168757196549522
0.1,0.05,0.15000000000000002,0.7,0.6774279096951673,0.030097166913361877,0.019733971771202178,0.014479383731416218,1.0,0.029184120542084364
0.1,0.05,0.2,0.6499999999999999,0.6844814873854209,0.036735291467312435,0.02562582233486981,0.01710399961724174,1.0,0.035491968604746585
0.1,0.1,0.0,0.8,0.6569130982997249,0.00878592308161504,0.013745273083335001,-0.002672581797106832,0.6666666666666666,0.006070869119483268
